PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,Timestamp
0.766,0.7826424,0.1187,0,0,0,08/08/2024 11:56:20
0.766,0.7804552,0.1187,0,0,0,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-2.05834E-06,-3.635201E-07,-5.000816E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-8.011592E-06,7.151869E-07,-3.920703E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-8.227787E-06,1.190914E-06,-3.446106E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-2.016455E-06,1.549483E-06,-3.090795E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-2.135395E-06,-1.260667E-06,-2.629338E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.086222E-05,-9.023059E-07,-2.27262E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.109301E-05,-4.2533E-07,-6.060591E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-5.935399E-06,-6.747592E-08,-5.703526E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-6.151581E-06,4.08238E-07,-5.22939E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-8.390287E-06,7.613125E-07,-4.880754E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-7.548137E-06,1.237641E-06,-4.40612E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.393622E-06,-1.680126E-06,-4.053553E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.609019E-06,-1.2044E-06,-3.579742E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.138614E-05,-8.467672E-07,-3.219254E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.160205E-05,-3.710264E-07,-2.745446E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-6.444046E-06,-1.311669E-08,-2.388527E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-5.62014E-06,4.645515E-07,-6.177338E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-7.859257E-06,8.176439E-07,-5.829008E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-8.07427E-06,1.293396E-06,-5.355358E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.862591E-06,1.651961E-06,-4.999862E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.980891E-06,-1.158199E-06,-4.539175E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
0.766,0.7803001,0.1187,-1.175891E-05,-8.005475E-07,-4.178069E-06,08/08/2024 11:56:22
